,Job_Title,Company,Job_Location,Salaries,Job_Summary,Job_Link,Job_Description
225,Junior Developers (Mutations),Next Pathway Inc.,"Toronto, ON",,"Our automation technology helps our customers accelerate the migration of complex applications and workloads to the cloud.
Have a passion for development.",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjA_sX7sWcaHAERCyp-qmbD9QFPKplw532ZhD5t-D7KtKEkadJNgZoQfl6JeBBzzF-pl2NC9l00RbuGPjdRF0eU0AEMWlJVT4m0rWdW-q2sE2VJ6B05z_KSYbjDoDgjEvAqGU8H2Rfa42wO1St_UuDeEkTGJgSW0ivZuuyOSlXz5pn4caxxCqss11WJ8JDAqQxfsIK8ZTylFyxPyDs72TxCEi34C1Y3U03pFNI97Hhaywncq_UOZwsCtEtXKv2FB6l9nzY5zGe-YwZcJE-fy048c_gW2apr4JWFyM4ks6rlJ5nY4YVvTSUta4RgTr1nB7QHYfE-TeoIkTb2R5s_x60_Eb9z5Y1lKW55KULp_XMbwVnzBmZHUwTM_--ohKyobICnZzTDT5rbHyWDU4KYv8s7QEA7DvRqNqS8UZW9iKKVKK&p=0&fvj=1&vjs=3,"Next Pathway - The Automated Cloud Migration CompanyListed as one of Canada’s hottest start-ups by the Globe and Mail, Next Pathway is a technology services company providing clients a pathway from existing to emerging technologies. Our automation technology helps our customers accelerate the migration of complex applications and workloads to the cloud.Next Pathway is full of bright and diverse thinkers. With deep exposure to AI, Machine Learning and Robotic Process Automation, our team members have opportunities to be trailblazers in the technology space. We encourage self-starters, transparency and team connectivity. We know diverse teams make strong teams. We welcome people of diverse backgrounds, experiences, and perspectives.Our work environment is based on 3 core principles:· Emphasize quality first, each and every time· Put people in roles where they will succeed and feel challenged· Build a team of well qualified individuals that can share ideas and learn from each otherNext Pathway rewards people for hard work, loyalty, innovation and mutual support. We aim to match people’s strengths, skills and talents to our requirements. Identifying this ideal match between attitude, skill and need, leads to success.Next Pathway is located in the heart of the Financial District, minutes from Union Station and the Subway.We are looking for Junior Developers (Mutations) to join our Team.Qualifications: · Programming and Scripting Knowledge, including SQL, Shell and Bash Scripting, Python· SQL review and optimization capabilities· Be aware of differences between different SQL dialects· Develop scripts to automate file manipulation and data loading· Creating and Modifying databases, along with creating/using views, stored procedures, and triggers to manipulate data· Have knowledge of regex and be able to create capture strings to match input· Work with QA and senior developers to develop test plans to cover delivered functionality· Have a basic understanding of Linux systems, such as using the command line and be familiar with the GUI· Understanding with working in the GIT environment· Editing programs such as VI, VIM and VSCodeAdditional Requirements: · Computer Science or related background· Proven ability to write efficient, well documented and maintainable code· Adoption and experience with Agile and Scrum Development Methodology· Team Player with excellent interpersonal and communication skills (both written and verbal)· Strong work ethic and a positive attitude· Be able to work productively as an individual when required· Have a passion for development· Strong analytical and problem-solving skills· Excellent time management skills﻿*Other Technologies you Might Work with Include: *· Microsoft Office Suite (Excel, Word, PowerPoint, Outlook)· Basecamp: Project Management & Team Communication· Slack: Messaging Platform· Zoom: Meetings and Video Conferencing· Confluence: Collaboration Tool· JIRA: Project Management SoftwareJob Types: ContractContract length: 3 monthsJob Types: Full-time, ContractSchedule:Monday to FridayExperience:Database: 2 years (Required)Scripting: 2 years (Preferred)Bash: 1 year (Required)SQL: 2 years (Required)"
226,Research Engineer - Robotics and Autonomous Systems,FPInnovations,"Vancouver, BC",,"Knowledge of software development and tools such as ROS, Python, Matlab, machine learning, motion modelling;
They will report to the Manager for Transportation…",https://ca.indeed.com/rc/clk?jk=c39a3452733746d3&fccid=19120eb0620cda21&vjs=3,"DESCRIPTION
FPInnovations’ Forestry 4.0 program includes innovative projects in the field of robotics, such as automated harvesting machines, and connected/autonomous vehicles. The Research Engineer, Robotics and Autonomous Systems will be tasked to work on one or more activities within this program. They will report to the Manager for Transportation and Infrastructure of the Fibre Supply Innovation Center of Excellence (ICE) and will work closely with other scientific, engineering, and technical research staff. Work encompasses a variety of subject areas, including but not limited to automation, robotics, control, product development, evaluation, and testing.

RESPONSIBILITIES

Lead research and develop technologies with applications to the forest sector
Support full integration of technology in an industrial setting
Develop and participate in project proposals and meet all reporting requirements in a timely manner
Assess technologies and project contributions by third party providers
Transfer knowledge to the scientific community, industry, or government partners through presentations and technical reports
Support and implement research results to maximize the benefits for clients
Follow health and safety practices in a responsible and proactive manner

QUALIFICATIONS & SKILLS

B. Sc. in Electrical or Mechatronic Engineering, Master's degree an asset;
At least 3 years of industry experience with demonstrated success in the integration of technologies
Hold a licensed professional engineer certification (P.Eng.);
Skilled in one or more of the following fields: algorithms, safety and/or system controls, hydraulic systems, field robotics, simulation, sensor integration
Knowledge of software development and tools such as ROS, Python, Matlab, machine learning, motion modelling;
Excellent communication skills;
Good problem-solving skills, team player, self-starter;
Fluency in English (written and spoken), French an asset;
Occasional traveling required, less than 20% of the year."
227,Computer Vision/AI Scientist,Mirametrix Inc.,"Montréal, QC",,"Mirametrix develops state-of-the-art attention sensing and gaze tracking software, using cutting-edge artificial intelligence in computer vision..",https://ca.indeed.com/company/Mirametrix-Inc./jobs/Computer-Vision-Ai-Scientist-ca835838fc73ec69?fccid=1ff201ccd0168c5a&vjs=3,"Mirametrix develops state-of-the-art attention sensing and gaze tracking software, using cutting-edge artificial intelligence in computer vision.. As a leader in attention sensing on low-cost, low-footprint sensors, our goal is to enable natural user interaction on the next generation of computers and digital devices. We support the biggest consumer electronics brands by making their devices smarter and more intuitive. Since 2011, hundreds of thousands of people in over 40 countries have experienced our products. We are constantly pushing the frontiers of attention sensing technology, providing a software-only solution that is currently used in consumer electronics products, and in the next generation technologies. For a small preview of what we do, you can consult this link:https://www.youtube.com/playlist?list=PLT_BP8CjrqLKJWK9EuarcYXBjDuxOhbAiThe role: Read, present, and write technical scientific reports;Design and prototype new computer vision solutions related to Attention Sensing Technologies;Support, update, and improve existing computer vision solutions in the final product codebase;Maintain technical and state-of-the art knowledge;Eventually participate in data collection;You may get the opportunity to help out on business development and marketing activities, including demos, prototype developments, client workshops and trade shows.Skills and Qualifications: Strong skills in C++ (11 and upward) and Python;Strong knowledge in ML tools (Tensorflow and/or Pytorch) and OpenCV;Academic and Experience: Minimum: M.Sc, preferred: Ph.D in Computer Science (AI / Machine Learning / Computer Vision);Experience in code optimization is an asset;Experience with embedded platforms is an asset;Experience with development on Windows and Unix platforms is an asset.Other: Fluent in either English or French;Valid work permit required;Only candidates selected for an interview will be contacted.Expected start date: 2020-11-02Job Types: Full-time, PermanentBenefits:Casual dressCompany eventsDental careDisability insuranceExtended health careFlexible scheduleLife insurancePaid time offVision careSchedule:Monday to FridayEducation:Master's Degree (Required)Work remotely:Temporarily due to COVID-19"
228,Python Developer,Jsonar,"Vancouver, BC",,"We store and collect huge amounts of security-related data from in-house systems and various cloud platforms, and analyze it using a variety of tools ranging…",https://ca.indeed.com/rc/clk?jk=2134d0bebed2c7d9&fccid=5009970ba24a8eea&vjs=3,"Role: Python Developer

Start : ASAP

Role Type: FT Permanent

Who we are:

jSonar develops cybersecurity products for the largest companies around the globe. We store and collect huge amounts of security-related data from in-house systems and various cloud platforms, and analyze it using a variety of tools ranging from Fast Fourier Transforms to Machine Learning algorithms.

We are a tight team that enjoys an informal work environment – we’re open to (and respectful of) a variety of personal quirks and styles.

We are looking for an experienced Python Developer that can develop quality code quickly, troubleshoot issues, and maintain, enhance and create working solutions.

Why join our team

At jSonar you’ll be getting a great compensation package and perks, full benefits, top of the line equipment, stocked kitchen, flexibility and an open collaborative environment where you get to work and socialize with like-minded people.

The position

We are looking for talented Python developers who can write highly scalable and effective code. In this role you will develop and maintain existing software and assist with any functionality enhancements.

Qualifications

You want to make a difference by using the best technology to implement successful solutions
Ability to learn and adopt new technologies quickly
Excellent communication skills, both written and verbal
Your friends describe you as independent and reliable
You thrive in a versatile and dynamic team environment
Always ready to help others and be helped
You have the ability to resolve technical challenges and comfortable with ambiguity


Technical Skills

2 + years experience as a Python Developer We are open to both Intermediate and Senior level candidates for this role

or

5 + years of development experience for a candidate who is willing to learn Python coding

Other Assets

Need to be eligible to work in Canada in order to apply for this position.

Please send your resume and cover letter providing a short description of how your experience matches the requirements for this position.


Job Type: Full-time

Job Type: Permanent"
229,Mechanical/Maintenance worker,St. Jean's Cannery Ltd,"Nanaimo, BC",$17 - $21 an hour,"Duties include repair/operation of specialized machines and general ongoing plant maintenance.
Self-directed and creative, you enjoy problem solving and…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AQaP-QrR_43VsZvHev1bF5AyDxWec5q-PKSAa8h9PpuyIFTHy16fib0e0jy9xsORkMVqGaKYvYv9T2DdK3LmxXCzasd6vvoD7EaOPuWtX8ORsDFcog-O4Mxol6uZQP4BV6GxcySvUi-TkKTv-J_15og4qzdvboVNz166WcxpAWUEKb-jrREOzOD_vXrYUUqCBp9knZKsZ-s0SYwbjN7LIPPWqz5aVhfLJBjryZ-0j-3CSdRhdyFIVHGivknCyp6RR35z-6IpkZ334XQWVcGv8iO8licU23RXbfmw5uMsWywMTtttHIjWduimitXIhx64bG1mhRhGN8nzcOMrUWLUFfKGUHpv9tOFCIP2ji0Lw4rYR4ApTtfsYlhYWDf7iufI4fMcPD2u1vObXbZTjkx6WoRngJhR_gATRXu80h9KUyHkN9twBbxVnUPgAOXv7JGk-WFE2LjywvoR4L2EdI1nol&p=4&fvj=1&vjs=3,"St. Jean’s cannery is looking for an all-rounder to join their maintenance department. Duties include repair/operation of specialized machines and general ongoing plant maintenance.Mechanical experience and aptitude required and welding experience preferred. A flexible can-do attitude is required as well as the ability to manage multiple projects. Self-directed and creative, you enjoy problem solving and learning new skills.This is a permanent position and open to F/T or P/T, with eligibility to participate in the benefit plan.Part-time hours: 40 per weekJob Types: Full-time, Part-time, PermanentSalary: $17.00-$21.00 per hourBenefits:Dental careDisability insuranceExtended health careVision careSchedule:8 hour shiftExperience:electrical: 1 year (Preferred)Maintenance Mechanic: 1 year (Preferred)Work remotely:No"
230,Data Scientist,Brain Finance,"Montréal, QC",,"Participating in daily and bi-weekly scrum activities (Daily scrum, sprint planning, sprint review, and sprint retrospective).",https://ca.indeed.com/rc/clk?jk=fd887acbc144a8e7&fccid=6f679e2241486aec&vjs=3,"Job Description
Status: Permanent – Full-time
Location: Montréal – Griffintown
At Brainfinance, we pride ourselves in offering the highest possible quality of customer experience. We are looking for a person who thrives in a team environment, who is passionate, driven and who yearns to grow personally and professionally. This person will become part of a team that thrives on the new challenges presented by a fast-paced and constantly evolving environment. The chosen candidate will possess a keen eye for detail and will come up with innovative ideas that will contribute to the success of both the company and the customer experience.

As a Data Scientist, you will be working with teammates who are passionate, helpful, and strive to get the best out of Big Data .

Responsibilities
Participating in daily and bi-weekly scrum activities (Daily scrum, sprint planning, sprint review, and sprint retrospective).
Working with Business Analysts and Business Units to understand the business and requirements.
Working with DevOps Engineers and Software Engineers (Mobile and Web) to integrate Big Data Science solutions.
Developing data analysis and science solutions with Python.
Leveraging NumPy, SciPy, Pandas, MLlib, Scikit-Learn, NLTK, Scrapy, and Keras.
Utilizing Apache Spark, Apache Kafka, and Apache Cassandra to develop scalable real-time and data-driven applications
Advantages
Competitive salary.
Fun and relaxed work environment.
Full health benefits - Medical.
Free healthy snacks and refreshments.
Advancement opportunities.
Great office location.
Providing opportunities to attend trainings and conferences
Requirements
A bachelor degree in software engineering or related fields ( A Ph.D. degree is a plus ).
Software engineers experienced with Python programming language.
3+ years of experience with Python Machine Learning and Optimization.
2+ years of experience with Apache Cassandra.
2+ years of experience with Apache Spark.
Familiarity with Apache Kafka and Apache Mesos.
Familiarity with Deep Learning libraries such as TensorFlow or Theano or CNTK.
Experience with GIT and Continuous Integration.
Being open to learn and explore new technologies.
Experience working in an agile environment (preferably, Scrum)."
231,Back-End Software Engineer Co-Op (Machine Learning),Splunk,"Vancouver, BC",,Do you have a track record of implementing and administering deployments of micro services on top of cutting edge cloud infrastructure; resolving and…,https://ca.indeed.com/rc/clk?jk=71672b2891f505d3&fccid=aef928e89977f7f0&vjs=3,"Are you passionate about improving infrastructure using the latest technologies (Docker, Kubernates, Splunk)? Do you have a track record of implementing and administering deployments of micro services on top of cutting edge cloud infrastructure; resolving and identifying build and service issues across a variety of platforms alongside some of the most experienced and sharpest engineers in the industry?
We are seeking a Software Engineer with DevOps focus with shown experience in implementing, improving, and administering micro services infrastructure and identifying and debugging build/service issues. You are proud of providing world-class customer service with a sharp focus on implementing, deploying reliable, robust, high quality software CI/CD pipeline infrastructure. You also have proven experience and are passionate about processes of running/monitoring production services and analysing service performance, SLIs SLOs etc. You have experience working in complex multi-platform cloud environments and familiar with DevOps practices and tools. He/she demonstrates effective communication and teamwork skills across project and functional teams. Partnership, creativity, friendliness and patience are meaningful traits required to succeed in this role.
Responsibilities
Help diagnose production services and CI/CD failures and identify root cause.
Drive the efforts towards version upgrades, API compatibility, integration with other services.
Work with infrastructure team to deploy new technologies/tools to production services.
Work with operations team to monitor services health and implement processes, dashboards and tooling to support operational requirements.
Drive improvements of tools used for collecting operational metrics, improve operational dashboards, and maintain operational runbooks.
Work with security team to conduct pen testing and other necessary processes to ensure meeting security standards
Engage with operations, QA and project management teams to prepare for customization or enhancements required for new and updated engineering requirements.
Use cutting-edge technologies to improve the current build and CI/CD infrastructure and pay back some existing technical debts.
Improve infrastructure and tooling used for continuous integration, automated testing and diagnostics.
Minimum Qualifications
BA/BS degree and minimum 5+ years of experience in a technical field or equivalent.
Expert in building and operating production micro services architecture deployments on Kubernetes
Experience in setting up build environment and identify build errors in multi-platform environment
Experience in service health monitoring, performance analysis
Experience in scaling cloud services, handling failover and disaster recovery processes
Expert in Kubernetes, Docker
Experience in versions control system with branching and merging e.g Git
Excellent follow up and communication and presentation skills. Ability to keep things conversational and organized while getting things done.
Preferred Qualifications
Experience with Go, Java, Python or C++
Experience with AWS; GCP or Azure a plus
Cloud-deployment expertise with AWS CloudFormation, Terraform
Experience with multiple build tools - GCC, Visual Studio, Make.
Experience in package managers, e.g npm, yum.
You have the ability to learn new technologies quickly and understand a wide variety of technical challenges to be solved
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
232,Cloud Solutions Architect,QuadReal,"Vancouver, BC",,"Familiarity with AI/Machine learning products (Microsoft Cognitive Services, AWS Sagemaker, etc).
QuadReal is seeking a versatile Cloud Solution Architect with…",https://ca.indeed.com/rc/clk?jk=d378cd008efc3d66&fccid=4c0dd9bbeab79d21&vjs=3,"About QuadReal
Headquartered in Vancouver, Canada, QuadReal Property Group is a global real estate investment, operating and development company. QuadReal manages the real estate and mortgage programs of British Columbia Investment Management Corporation (BCI), one of Canada’s largest asset managers with a $153.4 billion portfolio.
QuadReal manages a $37.6 billion portfolio spanning 23 Global Cities across 17 countries. The company seeks to deliver strong investment returns while creating sustainable environments that bring value to the people and communities it serves. Now and for generations to come.
QuadReal: Excellence lives here.
www.quadreal.com
Role Description
QuadReal is seeking a versatile Cloud Solution Architect with a customer-obsessed, delivery mindset who will be responsible for helping achieve optimal outcomes from technology and design decisions. This role will have a fantastic opportunity to work closely with business & IT executives, implementation teams, data management team and third-party vendors to architect strategically aligned, value-driven business initiatives.
This includes architecting and designing modern data platforms using cloud technologies, designing low-code based business solutions and enterprise integrations. The Cloud Solution Architect will have a good understanding of modern architectural patterns and technologies specifically in the application and data domains.
The successful candidate will support the Manager, EA&I to mature QuadReal’s innovation capabilities, and will help execute the plan to incorporate innovation into the culture of the organization. He/she will help with innovation pilot projects and assist with bringing business stakeholder concepts towards value realization.
The successful candidate will roll up his / her sleeves to engage with stakeholders, understand needs and opportunities, design and review solutions, create frameworks and templates, and review peer deliverables.
The role reports to the Manager, EA&I and is suited to a motivated self-starter with a “can-do” attitude who takes a high degree of personal ownership, embraces ambiguity, demonstrates problem-solving with limited oversight, and is comfortable working in a fluid environment. It is a role well suited to a confident, excellent communicator.
Responsibilities
Solution Architecture
Deliver a variety of architecture services with high quality to stakeholders, including future-state architecture designs, product assessments, technical summaries and roadmaps.
Perform technical analysis of vendor offerings and convey assessment to stakeholders in business terms with risks, impacts and mitigating strategies.
Cultivate positive working relationships with various stakeholder groups across the business and IT functions.
Ensure architecture impacts, risks and dependencies are identified and communicated, and governance processes are followed (e.g. Architecture Review Board).
Innovation
Pursue professional development opportunities to maintain knowledge of prevalent and emerging technologies.
Contribute to the innovation process (idea generation, capture, triage, prioritization and delivery) and assist stakeholders with innovation initiatives.
Own the delivery of innovation prototypes and proofs-of-concept.
Provide support and guidance to project and distributed innovation teams.
Work with implementation teams to properly hand off prototypes for delivery as solutions, or for commercialization.
Contribute to identification of potentially disruptive digital trends and opportunities.
Work collaboratively with external partnerships that may support or accelerate QuadReal’s innovation efforts.
Data Architecture
Have awareness of the roles of data integration, data quality management, metadata management, master data management, data lineage, and data governance in an enterprise environment
Provide architectural knowledge in the design of the Enterprise Data Warehouse and enterprise analytics abstraction layers
Collaborate on BI, analytics, data science, and big data initiatives
Assist with evaluation and/or implementation of tools used for Data Architecture, Data Quality, Metadata Management, and Data Governance
Stay current and informed on current and emerging data management technologies and trends and advise on how they can be used to support business and technology objectives
Education and Qualifications:
Architecture and Innovation experience in a modern, secure, and highly integrated cloud-based solutions environment.
Understanding of data design and integration practices in Cloud / XaaS-intensive environments
Experience with Microsoft Power Platform, Microsoft 365 and Azure would be beneficial.
Familiarity with AI/Machine learning products (Microsoft Cognitive Services, AWS Sagemaker, etc).
Excellent interpersonal, collaboration, storytelling and presentation skills.
Demonstrated ability to internally sell the strengths of new capabilities and service offerings.
Demonstrated ability to effectively balance multiple stakeholder expectations, contribute to a team of experienced technical specialists in a dynamic, time-sensitive, and fluid environment.
Demonstrated ability to build strong, high-trust relationships with key stakeholders including business leaders, colleagues in IT, and partners.
Strong analytical, verbal and written communication skills.
Demonstrated ability to adapt to a constantly changing environment.
QuadReal Property Group will provide reasonable accommodation at any time throughout the hiring process for applicants with disabilities or for those needing job postings in an alternate format. If you require accommodation, please advise the Talent Acquisition team member you are working with and include the following: Job posting #, your name and your preferred method of contact.
Want to learn about our end-to-end recruitment process? Click this link for a short video that will take you through each step, so you’ll know exactly what to expect."
233,Scientist – Immunization,AbCellera,"Vancouver, BC",,"At AbCellera, we’re solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",https://ca.indeed.com/company/AbCellera/jobs/Scientist-Immunization-9b565ca7fb3d34b4?fccid=227f15483235673b&vjs=3,"We are seeking a highly motivated scientist with demonstrated hands-on laboratory and data analysis experience in immunology and cell biology to join our dynamic Cell Screening group. We focus on the discovery of therapeutic antibodies from natural immune repertoires, and believe that through teamwork, innovation, and mutual support, together we can tackle the most challenging scientific problems.The successful candidate will interact with a multidisciplinary team in a fast-paced and focused environment. The candidate is expected to be able to multitask, problem-solve, think critically, and demonstrate scientific rigour.How you might spend your days: Working with our highly motivated team on platform development related to the generation of high-quality antibodiesDesigning in vivo experiments to interrogate the immune responses of various speciesDesigning in vitro experiments, including the development of assays for antibody discovery against challenging targetsDesigning, planning, and executing experiments, either independently or in collaboration with your teammatesAnalyzing and interpreting data to inform further platform development and in vivo campaigns, presenting data and conclusionsTraining, mentoring and supervising members of a dynamic teamMaintaining and implementing standard operating procedures while recognizing opportunities for improvements and innovationOrganizing, supporting and collaborating with other team members to meet project deliverables and timelinesWe'd love to hear from you if you: Thrive in a collaborative environmentEnjoy mentoring and bringing out the best in your teammatesEnjoy working in a fast-paced work environment and coordinating with your team to juggle multiple competing prioritiesTake pride in being a self-motivated person, fast learner, team player, and creative problem solverRequired qualifications and experience: PhD in relevant field or MSc plus at least 5 years work experience in relevant fieldExperience in immunology; specific experience in B cell biology and the development of antibody-based assays is an assetExperience with designing in vivo and in vitro studiesExperience with sterile techniques and tissue cultureExperience with cell-based assay development, flow cytometry and microscopyStrong data analysis skillsExcellent communication and presentation skillsExcellent documentation and organizational skillsImpeccable attention to detailStrong leadership skillsWillingness to work flexible hours (evening and occasional weekends)Offers & benefits: The opportunity to work with an inspired team on challenging problems that matterAn attractive compensation package, including health and lifestyle benefitsA minimum of 3 weeks’ vacationOpportunities for personal and professional developmentAbout AbCellera: At AbCellera, we’re solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging, genomics, computation, machine learning and laboratory automation. We’re revolutionizing how our scientists can explore antibodies and the scale at which they can do so. This is life-changing research and you could be a part of it.You’ll join a diverse and multi-disciplinary team of biologists, biochemists, engineers, bioinformaticians, computer scientists and physicists - all working together to bring better therapies to patients. We’re a growing company with a high-throughput pipeline and the drive to be the best in the industry. This isn’t just about having the best technology. We know we need a world-class team of visionaries and innovators. We look for people with drive and energy. Idealists. People we love and people we trust. This may be unconventional, but it is the key to our success. We’re looking for someone like you to help us get there.To apply: Please submit your application through our website and refer to Job ID 2013 in your cover letter. Only applicants selected for an interview will be contacted.Reference ID: 2013Job Type: Full-timeBenefits:Dental careExtended health careFlexible scheduleOn-site gymPaid time offStock optionsSchedule:Monday to Friday"
234,Senior Applied Scientist - Personalization,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",,"Expert knowledge and practical experience in several of the following areas: machine learning, statistics, deep learning, natural language processing,…",https://ca.indeed.com/rc/clk?jk=bdb9e279d1f93d10&fccid=fe2d21eef233e94a&vjs=3,"PhD in Computer Science, ML, Statistics or related field7+ years of industry experienceExtensive experience building predictive and optimization modelsExpert knowledge and practical experience in several of the following areas: machine learning, statistics, deep learning, natural language processing, informational retrievalProficiency in at least one modern programming language such as Java, C, C++, C#, PythonExcellent problem solving skillsExcellent written and oral communication skills

Take Earth's most customer-centric company. Mix in hundreds of millions of shoppers spending tens of billions of dollars annually, an exciting opportunity to build next-generation shopping experiences, Amazon’s tremendous computational resources, and our extensive e-Commerce experience. What do you get? The most exciting Recommendations/Personalization position in the industry.

Are you passionate about working on disruptive ideas? Are you obsessed with finding and building the most innovative and customer-friendly user experiences? Have you built and launched new experiences that impact shoppers all around the world? This is a unique opportunity that combines the ability to build exciting, new user experiences for Amazon's customers, with the opportunity to work with Big Data, Machine Learning, and other advanced techniques to provide the best personalized experience for hundreds of millions of Amazon's customers.

As a Senior Applied Scientist, you will be responsible for designing, developing, and deploying large-scale data mining solutions and distributed machine learning systems that ultimately make shopping on Amazon delightful and functional. You will collaborate closely with teams of software engineers, applied machine learning scientists, product managers, user interface designers, and others in order to influence our business and technical strategy, and play a key role in defining the team’s roadmap.

A successful candidate will have an established background in machine learning science, large scale software systems, a strong technical ability, great communication skills, and a motivation to achieve results in a fast-paced environment.

Significant peer reviewed scientific contributions in premier journals and conferencesProven track record leading, mentoring, and growing teams of scientistsHighly motivated self-starter with bias for innovative thinkingExperience in advertising, website optimization, recommender systems
Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.

Keywords: machine learning, personalization, big data, cloud computing"
235,Injection Blow Molding Technician,Amcor,"Mississauga, ON",,"Produce bottles on machines as per production requirements.
Prior machine operator experience with Bekum machinery an asset.
Lifting (amount < 50 pounds).",https://ca.indeed.com/rc/clk?jk=a5be78940911080d&fccid=bfb98c9410b6e68e&vjs=3,"Amcor Packaging Canada - Mississauga Ontario
Injection Blow Molding Technician
Night Shift
Position Overview:
The Machine Operator is responsible for setting up machines to ensure that the appropriate bottles are to be produced for production.

Essential Responsibilities and Duties:
Respect Amcor Rigid Plastics’ primary focus, which is to ensure the Safety of all employees.
Operate and monitor Injection Stretch Blow-moulding machines to mould plastic goods, according to requirements.
Regulate temperature, air pressure and volume of plastic
Produce bottles on machines as per production requirements.
To observe all safety rules/regulations and perform duties in a safe and efficient manner.
Receives instructions from production sheet about what bottles are to be produced and what machines are involved.
Checks set-up book regarding tooling, moulds, parts, etc.
Pulls all materials/equipment and takes to machine(s).
Replace parts using procedures/precautions as required.
Checks for clearances, loose wires, etc. before starting machine(s).
Adjusts weight of bottles by entering numbers for weight adjustment in the program (MACO 8000).
Checks bottles for: hardness, holes, colors, etc. and adjusts computer to fix defects, contacting Q.A Manager as required.
Receive copy of quality control sheet from Q.A. Manager.
Makes adjustments as required until problems are corrected.
Assists with production problems.
Performs duties in a safe manner.
Performs other related tasks, as required.

Qualifications:
Good communication skills.
Must have the necessary skills to perform reading, writing and mathematics in English as required.
Prior machine operator experience with Bekum machinery an asset.

Competencies:
Amcor Leadership Framework Competencies

Core Competencies:
Customer Focus
Learning on the Fly
Interpersonal Savvy
Drive for Results

Relationships:
Shift Leader
Shift Supervisor
Operations Manager
Other plant employees

Physical Requirements
 Normal Vision
 Distant Vision
 Near Vision
 Hearing/ Listening
 Sitting
 Talking/Speaking
 Hand/Finger Dexterity
 Walking
 Standing
 Stooping
 Pushing/Pulling
 Bending
 Kneeling
 Climbing
 Lifting (amount 50+ pounds)
 Carrying (amount 50+ pounds)
 Driving- Forklift
 Lifting (amount < 50 pounds)
 Carrying (amount < 50 pounds)
 Driving – Automobile/truck/van

Other Physical Requirements:
Must be able to stand, stoop, bend, push, and pull as necessary.
Work Environment :
Plant manufacturing setting.
The requirements and training are not limited to the above and could be modified depending on job assignment. Requirements may include other duties as assigned by management.
This is an hourly position that reports to the Shift Leader, Shift Supervisor or Operations Manager
Schedule: 12 hour rotational shifts or 8 hours, 5 of 7 days of the week. Overtime and on-calls may also be required.
Amcor is committed to providing accommodation during the recruitment process. We provide equal treatment and accommodation to ensure a positive and barrier-free employment experience. If you are an individual who requires accommodation, please contact us.
#CB"
236,Postdoctoral Researcher (Computational Biology and Machine Learning),McGill University,"Montréal, QC","$40,000 a year",Proficiency in different areas of machine learning including deep learning and/or probabilistic graphical models.,https://ca.indeed.com/rc/clk?jk=c093e82aa5616fb1&fccid=367ae0b0728910f4&vjs=3,"Responsibilities:
Develop and implement novel machine learning algorithms for omics data analysis with applications in pharmacogenomics, regulatory genomics, network biology, etc.
Analyze publicly available and in-house datasets containing DNA-seq, RNA-seq, ATAC-seq, ChIP-seq and clinical data
Collaborate with wet-lab researchers and machine learning experts on the project
Write scholarly articles and present the results of the project in scientific conferences

Qualifications:
Please refer to McGill’s requirements on postdoctoral appointments, www.mcgill.ca/gps/postdocs , for conditions and additional information on the status of the position. (In Quebec, a Postdoctoral Fellow is a full-time student status and trainee category, and the Ministère de l'Education, Enseignement Supérieur et Recherche (MESRS) stipulates that all postdocs must be registered on a university student registration system.) Please note that non-Canadian postdoctoral fellows must have valid Citizenship or an Immigration Canada (CIC) work permit to legally work in Canada.
Education / Experience
The ideal candidate for this position have the following qualifications:

1) A PhD degree in a related field (genetics, computational biology, computer science, machine learning, engineering, etc.)

2) Strong proven background (published work in peer-reviewed journals) in computational biology, machine learning, and omics data analysis

3) Proficiency in different areas of machine learning including deep learning and/or probabilistic graphical models

5) Strong programming skills (particularly in python)

6) At least two first-authored English papers (or three if co-first authors) with submitted, accepted or published status in peer-reviewed journals

7) Good spoken and written communication skills in English
Hourly Salary:
$40,000.00
Hours per Week:
35 (Full time)
Location:
McConnell Eng. Bldg.
Supervisor:
Assistant Professor
Position Start Date:
13/10/2020
Position End Date:
12/10/2021
Deadline to Apply:
McGill University hires on the basis of merit and is strongly committed to equity and diversity within its community. We welcome applications from racialized persons/visible minorities, women, Indigenous persons, persons with disabilities, ethnic minorities, and persons of minority sexual orientations and gender identities, as well as from all qualified candidates with the skills and knowledge to productively engage with diverse communities. McGill implements an employment equity program and encourages members of designated groups to self-identify. Persons with disabilities who anticipate needing accommodations for any part of the application process may contact, in confidence, accessibilityrequest.hr@mcgill.ca or 514-398-3711."
